ICAOCode, AirportName,Altitude,City,Country,IATACode,LatitudeDecimalDegrees,LatitudeDegrees,LatitudeDirection,LatitudeMinutes,LatitudeSeconds,LongitudeDecimalDegrees,LongitudeDegrees,LongitudeDirection,LongitudeMinutes,LongitudeSeconds
ESKK,KARLSKOGA,122.0,KARLSKOGA,SWEDEN,KSK,59.346000000000004,59.0,N,20.0,45.0,14.495999999999999,14.0,E,29.0,45.0
ESKM,MORA,194.0,MORA,SWEDEN,MXX,60.958,60.0,N,57.0,28.0,14.511,14.0,E,30.0,40.0
ESKN,SKAVSTA,43.0,STOCKHOLM,SWEDEN,NYO,58.788999999999994,58.0,N,47.0,19.0,16.912,16.0,E,54.0,43.0
ESKO,,0.0,MUNKFORS,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESKR,,0.0,STOCKHOLM RADIO,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESKS,STRANGNAS,36.0,STRANGNAS,SWEDEN,,59.31399999999999,59.0,N,18.0,50.0,17.109,17.0,E,6.0,33.0
ESKT,,0.0,TIERP,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESKU,,0.0,SUNNE,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESKV,ARVIKA,73.0,ARVIKA,SWEDEN,,59.676,59.0,N,40.0,33.0,12.639000000000001,12.0,E,38.0,21.0
ESKX,BJORKVIK,46.0,BJORKVIK,SWEDEN,,58.791000000000004,58.0,N,47.0,27.0,16.570999999999998,16.0,E,34.0,15.0
ESMA,EMMABODA,135.0,EMMABODA,SWEDEN,,56.611000000000004,56.0,N,36.0,38.0,15.605,15.0,E,36.0,17.0
ESMB,,0.0,BORGLANDA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMD,,0.0,HASSLEHOLM,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESME,,0.0,ESLOV,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMF,,0.0,FAGERHULT,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMG,FERINGE,163.0,LJUNGBY,SWEDEN,,56.95,56.0,N,57.0,1.0,13.922,13.0,E,55.0,18.0
ESMH,,0.0,HOGANAS,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMI,,0.0,SOVDEBORG,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMJ,,0.0,KAGEROD,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMK,KRISTIANSTAD,24.0,KRISTIANSTAD,SWEDEN,KID,55.922,55.0,N,55.0,18.0,14.085,14.0,E,5.0,7.0
ESML,LANDSKRONA,60.0,LANDSKRONA,SWEDEN,JLD,55.945,55.0,N,56.0,41.0,12.860999999999999,12.0,E,51.0,39.0
ESMN,,0.0,LUND,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMO,OSKARSHAMN,30.0,OSKARSHAMN,SWEDEN,OSK,57.35,57.0,N,21.0,1.0,16.498,16.0,E,29.0,52.0
ESMP,ANDERSTORP,155.0,ANDERSTORP,SWEDEN,,57.263999999999996,57.0,N,15.0,51.0,13.599,13.0,E,35.0,57.0
ESMQ,KALMAR,6.0,KALKMAR,SWEDEN,KLR,56.685,56.0,N,41.0,7.0,16.288,16.0,E,17.0,15.0
ESMR,,0.0,TRELLEBORG,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMS,STURUP,72.0,MALMOE,SWEDEN,MMX,55.53,55.0,N,31.0,48.0,13.370999999999999,13.0,E,22.0,17.0
ESMT,HALMSTAD,31.0,HALMSTAD,SWEDEN,HAD,56.691,56.0,N,41.0,28.0,12.82,12.0,E,49.0,12.0
ESMV,HAGSHULT,170.0,HAGSHULT,SWEDEN,,57.292,57.0,N,17.0,32.0,14.137,14.0,E,8.0,14.0
ESMX,KRONOBERG,186.0,VAXJO,SWEDEN,VXO,56.928999999999995,56.0,N,55.0,44.0,14.728,14.0,E,43.0,40.0
ESMY,,0.0,SMALANDSSTENAR,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESMZ,,0.0,OLANDA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESNA,HALLVIKEN,342.0,HALLVIKEN,SWEDEN,,63.738,63.0,N,44.0,18.0,15.458,15.0,E,27.0,30.0
ESNB,,0.0,SOLLEFTEA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESNC,HEDLANDA,446.0,HEDE,SWEDEN,,62.409,62.0,N,24.0,32.0,13.747,13.0,E,44.0,50.0
ESND,SVEG,360.0,SVEG,SWEDEN,EVG,62.048,62.0,N,2.0,52.0,14.423,14.0,E,25.0,22.0
ESNF,FARILA,207.0,FARILA,SWEDEN,,61.898,61.0,N,53.0,53.0,15.705,15.0,E,42.0,19.0
ESNG,GALLIVARE,314.0,GALLIVARE,SWEDEN,GEV,67.132,67.0,N,7.0,56.0,20.814,20.0,E,48.0,52.0
ESNH,HUDIKSVALL,29.0,HUDIKSVALL,SWEDEN,HUV,61.768,61.0,N,46.0,5.0,17.081,17.0,E,4.0,50.0
ESNI,KUBBE,250.0,KUBBE,SWEDEN,,63.63399999999999,63.0,N,38.0,1.0,17.94,17.0,E,56.0,23.0
ESNJ,JOKKMOKK,276.0,JOKKMOKK,SWEDEN,,66.49600000000001,66.0,N,29.0,46.0,20.147000000000002,20.0,E,8.0,49.0
ESNK,KRAMFORS SOLLEFTEA,11.0,KRAMFORS,SWEDEN,KRF,63.048,63.0,N,2.0,54.0,17.769000000000002,17.0,E,46.0,7.0
ESNL,LYCKSELE,212.0,LYCKSELE,SWEDEN,LYC,64.548,64.0,N,32.0,53.0,18.715999999999998,18.0,E,42.0,58.0
ESNM,OPTAND,377.0,OPTAND,SWEDEN,,63.129,63.0,N,7.0,43.0,14.802999999999999,14.0,E,48.0,10.0
ESNN,SUNDSVALL HARNOSAND,5.0,SUNDSVALL,SWEDEN,SDL,62.528,62.0,N,31.0,41.0,17.444000000000003,17.0,E,26.0,38.0
ESNO,ORNSKOLDSVIK,108.0,ORNSKOLDSVIK,SWEDEN,OER,63.408,63.0,N,24.0,30.0,18.99,18.0,E,59.0,24.0
ESNP,PITEA,14.0,PITEA,SWEDEN,,65.399,65.0,N,23.0,58.0,21.265,21.0,E,15.0,55.0
ESNQ,KIRUNA,460.0,KIRUNA,SWEDEN,KRN,67.822,67.0,N,49.0,19.0,20.337,20.0,E,20.0,12.0
ESNR,ORSA,209.0,ORSA,SWEDEN,,61.19,61.0,N,11.0,24.0,14.712,14.0,E,42.0,45.0
ESNS,SKELLEFTEA,48.0,SKELLEFTEA,SWEDEN,SFT,64.625,64.0,N,37.0,29.0,21.076999999999998,21.0,E,4.0,36.0
ESNT,SATTNA,271.0,SATTNA,SWEDEN,,62.481,62.0,N,28.0,52.0,17.003,17.0,E,0.0,10.0
ESNU,UMEA,8.0,UMEA,SWEDEN,UME,63.792,63.0,N,47.0,30.0,20.282,20.0,E,16.0,57.0
ESNV,VILHELMINA,348.0,VILHELMINA,SWEDEN,VHM,64.579,64.0,N,34.0,44.0,16.833,16.0,E,50.0,0.0
ESNX,ARVIDSJAUR,380.0,ARVIDSJAUR,SWEDEN,AJR,65.59,65.0,N,35.0,24.0,19.282,19.0,E,16.0,54.0
ESOE,OREBRO,58.0,OREBRO,SWEDEN,ORB,59.224,59.0,N,13.0,25.0,15.038,15.0,E,2.0,16.0
ESOH,HAGFORS,145.0,HAGFORS,SWEDEN,,60.02,60.0,N,1.0,12.0,13.579,13.0,E,34.0,44.0
ESOR,,0.0,RESCUE COORDIN. CTR.,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESOW,VASTERAS,7.0,VASTERAS,SWEDEN,VST,59.589,59.0,N,35.0,22.0,16.634,16.0,E,38.0,1.0
ESPA,KALLAX,20.0,LULEA,SWEDEN,LLA,65.544,65.0,N,32.0,37.0,22.122,22.0,E,7.0,19.0
ESPC,FROSON,376.0,OSTERSUND,SWEDEN,OSD,63.193999999999996,63.0,N,11.0,38.0,14.502,14.0,E,30.0,7.0
ESPD,,0.0,GUNNARN,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESPE,VIDSEL,182.0,VIDSEL,SWEDEN,,65.875,65.0,N,52.0,31.0,20.15,20.0,E,8.0,59.0
ESPG,,0.0,BODEN,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESPJ,HEDEN,40.0,HEDEN,SWEDEN,,65.836,65.0,N,50.0,10.0,21.471,21.0,E,28.0,17.0
ESQO,ARBOGA,11.0,ARBOGA,SWEDEN,,59.386,59.0,N,23.0,11.0,15.924000000000001,15.0,E,55.0,26.0
ESQP,,0.0,BERGA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSA,ARLANDA,38.0,STOCKHOLM,SWEDEN,ARN,59.652,59.0,N,39.0,7.0,17.919,17.0,E,55.0,7.0
ESSB,BROMMA,15.0,STOCKHOLM,SWEDEN,BMA,59.354,59.0,N,21.0,15.0,17.941,17.0,E,56.0,29.0
ESSC,,0.0,ESKILSTUNA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSD,BORLANGE,154.0,BORLANGE,SWEDEN,BLE,60.422,60.0,N,25.0,19.0,15.515,15.0,E,30.0,54.0
ESSE,,0.0,STOCKHOLM,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSF,HULTSFRED,112.0,HULTSFRED,SWEDEN,HLF,57.526,57.0,N,31.0,32.0,15.824000000000002,15.0,E,49.0,26.0
ESSG,,0.0,LUDVIKA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSH,,0.0,LAXA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSI,,0.0,VISINGSO,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSK,GAVLE SANDVIKEN,69.0,GAVLE,SWEDEN,GVX,60.593,60.0,N,35.0,36.0,16.951,16.0,E,57.0,5.0
ESSL,SAAB,53.0,LINKOEPING,SWEDEN,LPI,58.406000000000006,58.0,N,24.0,22.0,15.68,15.0,E,40.0,49.0
ESSM,,0.0,BATTFORSHEDEN,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSP,KUNGSANGEN,10.0,NORRKOEPING,SWEDEN,NRK,58.586000000000006,58.0,N,35.0,10.0,16.250999999999998,16.0,E,15.0,2.0
ESSQ,,0.0,KARLSTAD,SWEDEN,KSD,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESST,TORSBY,119.0,TORSBY,SWEDEN,,60.157,60.0,N,9.0,27.0,12.991,12.0,E,59.0,28.0
ESSU,ESKILSTUNA,43.0,ESKILSTUNA,SWEDEN,,59.351000000000006,59.0,N,21.0,3.0,16.708,16.0,E,42.0,30.0
ESSV,VISBY,51.0,VISBY,SWEDEN,VBY,57.663000000000004,57.0,N,39.0,46.0,18.346,18.0,E,20.0,46.0
ESSW,,0.0,VASTERVIK,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSX,,0.0,VASTERAS,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESSZ,,0.0,VANGSO,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUA,AMSELE,214.0,AMSELE,SWEDEN,,64.571,64.0,N,34.0,14.0,19.314,19.0,E,18.0,51.0
ESUB,,0.0,ARBRA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUD,STORUMAN,279.0,MOHED,SWEDEN,,64.961,64.0,N,57.0,39.0,17.695999999999998,17.0,E,41.0,47.0
ESUE,IDRE,452.0,IDRE,SWEDEN,,61.869,61.0,N,52.0,7.0,12.690999999999999,12.0,E,41.0,26.0
ESUF,FALLFORS,196.0,FALLFORS,SWEDEN,,65.10600000000001,65.0,N,6.0,23.0,20.761,20.0,E,45.0,38.0
ESUG,,0.0,GARGNAS,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUH,,0.0,HARNOSAND,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUJ,,0.0,ANGE,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUK,KALIXFORS,473.0,KALIXFORS,SWEDEN,,67.765,67.0,N,45.0,53.0,20.257,20.0,E,15.0,26.0
ESUL,,0.0,LJUSDAL,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUR,,0.0,RAMSELE,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUS,,0.0,ASELE,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUT,HEMAVAN,459.0,HEMAVAN,SWEDEN,,65.806,65.0,N,48.0,22.0,15.083,15.0,E,4.0,58.0
ESUV,,0.0,ALVSBYN,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESUY,,0.0,EDSBYN,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESVA,,0.0,AVESTA,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESVG,,0.0,GAGNEF,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESVH,,0.0,HALLEFORS,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESVK,,0.0,KATRINEHOLM,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESVM,,0.0,MALUNG,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESVQ,,0.0,KOPING,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ESVS,,0.0,SILJANSAS,SWEDEN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETAA,,0.0,FRANKFURT,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETAD,SPANGDAHLEM AB,365.0,SPANGDAHLEM,GERMANY,SPM,49.973,49.0,N,58.0,21.0,6.692,6.0,E,41.0,33.0
ETAR,RAMSTEIN AB,239.0,RAMSTEIN,GERMANY,RMS,49.438,49.0,N,26.0,15.0,7.601,7.0,E,36.0,5.0
ETAS,,0.0,SEMBACH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETAV,,0.0,SIEGENBURG,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETBA,,0.0,AACHEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETBB,,0.0,BUTZWEILERHOF,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETBW,,0.0,WEIDEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETCC,,0.0,GOCH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETCE,,0.0,MESSSTETTEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETCH,,0.0,HUERTH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETCK,,0.0,KALKAR,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETCM,,0.0,MUENSTER,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETCW,,0.0,COLOGNE,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETCX,,0.0,MECHERNICH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETCZ,,0.0,FRANKFURT,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETEB,,0.0,ANSBACH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETED,,0.0,KAISERSLAUTERN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETEE,,0.0,HEIDELBERG,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETEF,,0.0,BABENHAUSEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETEH,,0.0,BAD KREUZNACH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETEJ,BAMBERG AAF,251.0,BAMBERG,GERMANY,,49.92,49.0,N,55.0,13.0,10.914000000000001,10.0,E,54.0,51.0
ETEK,BAUMHOLDER AAF,442.0,BAUMHOLDER,GERMANY,,49.65,49.0,N,39.0,0.0,7.3,7.0,E,18.0,0.0
ETEP,,0.0,BUEDINGEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETEU,GIEBELSTADT AAF,299.0,GIEBELSTADT,GERMANY,GHF,49.648,49.0,N,38.0,53.0,9.966000000000001,9.0,E,57.0,59.0
ETEW,,0.0,FUERTH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETEZ,,0.0,GERMERSHEIM,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETFB,,0.0,BREMEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETFC,,0.0,FRANKFURT,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETFD,,0.0,DUESSELDORF,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETFR,,0.0,RAMSTEIN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETFT,,0.0,BERLIN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGA,,0.0,ANKUM,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGB,,0.0,BERGEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGE,,0.0,EMDEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGF,,0.0,FRITZLAR,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGG,,0.0,GLUECKSBURG,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGH,,0.0,KOBLENZ,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGI,,0.0,IDAR-OBERSTEIN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGJ,,0.0,JENGEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGK,,0.0,KUEMMERSBRUCK,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGL,,0.0,MUENSTER,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGM,,0.0,MEPPEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGN,,0.0,BREDESTEDT,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGO,,0.0,FUERSTENWALDE,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGP,,0.0,PODSDAM,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGR,,0.0,MUENSTER,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGS,,0.0,SIGMARINGEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGT,,0.0,TRABEN-TRARBACH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGU,,0.0,ULM,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGV,,0.0,FUERSTENFELDBRUCK,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGW,,0.0,WITSTOCK,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGX,,0.0,TRABEN-TRARBACH,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGY,,0.0,KALKAR,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETGZ,,0.0,MESSSTETTEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETHA,,0.0,ALTENSTADT,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETHB,BUCKEBURG,71.0,BRUECKEBURG,GERMANY,,52.278,52.0,N,16.0,42.0,9.082,9.0,E,4.0,55.0
ETHC,CELLE,40.0,CELLE,GERMANY,ZCN,52.591,52.0,N,35.0,28.0,10.022,10.0,E,1.0,19.0
ETHE,RHEINE BENTLAGE,40.0,RHEINE-BRENTLANGE,GERMANY,,52.291000000000004,52.0,N,17.0,28.0,7.3870000000000005,7.0,E,23.0,13.0
ETHF,FRITZLAR,173.0,FRITZLAR,GERMANY,,51.114,51.0,N,6.0,52.0,9.286,9.0,E,17.0,9.0
ETHH,,0.0,BONN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETHI,ITZEHOE HUNGRIGER WOLF,25.0,ITZEHOE,GERMANY,,53.994,53.0,N,59.0,40.0,9.578,9.0,E,34.0,42.0
ETHL,LAUPHEIM,539.0,LAUPHEIM,GERMANY,,48.22,48.0,N,13.0,13.0,9.91,9.0,E,54.0,36.0
ETHM,MENDIG,182.0,MENDIG,GERMANY,,50.36600000000001,50.0,N,21.0,57.0,7.315,7.0,E,18.0,54.0
ETHN,NIEDERSTETTEN,469.0,NIEDERSTETTEN,GERMANY,,49.391999999999996,49.0,N,23.0,30.0,9.958,9.0,E,57.0,29.0
ETHR,ROTH,387.0,ROTH,GERMANY,,49.218,49.0,N,13.0,3.0,11.100999999999999,11.0,E,6.0,2.0
ETHS,FASSBERG,75.0,FASSBERG,GERMANY,,52.919,52.0,N,55.0,9.0,10.184,10.0,E,11.0,1.0
ETHT,COTTBUS,70.0,COTTBUS,GERMANY,,51.768,51.0,N,46.0,4.0,14.292,14.0,E,17.0,31.0
ETIC,GRAFENWOHR AAF,416.0,GRAFENWOEHR,GERMANY,,49.699,49.0,N,41.0,58.0,11.940999999999999,11.0,E,56.0,28.0
ETID,HANAU AAF,113.0,HANAU,GERMANY,ZNF,50.169,50.0,N,10.0,9.0,8.961,8.0,E,57.0,41.0
ETIE,HEIDELBERG AAF,110.0,HEIDELBERG,GERMANY,QHD,49.393,49.0,N,23.0,36.0,8.652000000000001,8.0,E,39.0,7.0
ETIH,HOHENFELS AAF,444.0,HOHENFELS,GERMANY,,49.218,49.0,N,13.0,5.0,11.835999999999999,11.0,E,50.0,10.0
ETIK,,0.0,ILLESHEIM,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETIN,KITZINGEN AAF,211.0,KITZINGEN,GERMANY,,49.743,49.0,N,44.0,35.0,10.201,10.0,E,12.0,2.0
ETIP,,0.0,LANDSTUHL,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETIT,,0.0,NUERNBERG,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETIU,,0.0,HEIDELBERG,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETIY,,0.0,LANDSTUHL,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETJA,,0.0,KALKAR,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETJC,,0.0,MESSSTETTEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETME,EGGEBEK,20.0,EGGEBECK,GERMANY,,54.625,54.0,N,37.0,29.0,9.341000000000001,9.0,E,20.0,29.0
ETMK,,0.0,KIEL,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETMN,NORDHOLZ,23.0,NORDHOLZ,GERMANY,,53.766999999999996,53.0,N,46.0,3.0,8.658,8.0,E,39.0,30.0
ETNA,,0.0,AHLHORN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETND,DIEPHOLZ,39.0,DIEPHOLZ,GERMANY,,52.585,52.0,N,35.0,7.0,8.341000000000001,8.0,E,20.0,26.0
ETNG,GEILENKIRCHEN,91.0,GEILENKIRCHEN,GERMANY,GKE,50.961000000000006,50.0,N,57.0,39.0,6.042000000000001,6.0,E,2.0,33.0
ETNH,HOHN,12.0,HOHN,GERMANY,,54.312,54.0,N,18.0,43.0,9.538,9.0,E,32.0,17.0
ETNI,,0.0,BRIEST,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETNJ,JEVER,8.0,JEVER,GERMANY,,53.533,53.0,N,32.0,0.0,7.888999999999999,7.0,E,53.0,19.0
ETNK,,0.0,COLOGNE,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETNL,LAAGE,43.0,LAAGE,GERMANY,RLG,53.918,53.0,N,55.0,5.0,12.279000000000002,12.0,E,16.0,45.0
ETNN,NORVENICH,118.0,NOERVENICH,GERMANY,,50.831,50.0,N,49.0,52.0,6.6579999999999995,6.0,E,39.0,29.0
ETNP,HOPSTEN,40.0,HOPSTEN,GERMANY,,52.339,52.0,N,20.0,19.0,7.541,7.0,E,32.0,28.0
ETNR,PRESCHEN,102.0,PRESCHEN,GERMANY,,51.663999999999994,51.0,N,39.0,49.0,14.634,14.0,E,38.0,1.0
ETNS,SCHLESWIG,23.0,SCHLESWIG,GERMANY,,54.458999999999996,54.0,N,27.0,33.0,9.516,9.0,E,30.0,58.0
ETNT,WITTMUNDHAFEN,8.0,WITTMUNDHAFEN,GERMANY,,53.548,53.0,N,32.0,52.0,7.667000000000001,7.0,E,40.0,2.0
ETNU,NEUBRANDENBURG,70.0,NEUBRANDENBURG,GERMANY,,53.602,53.0,N,36.0,7.0,13.306,13.0,E,18.0,21.0
ETNW,WUNSTORF,57.0,WUNSTORF,GERMANY,,52.457,52.0,N,27.0,26.0,9.427,9.0,E,25.0,37.0
ETOA,,0.0,SCHWEINFURT,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
ETOC,,0.0,ECHTERDINGEN,GERMANY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
